objectid,originalfilename,filename,title,originaltitle,tributary,description,creator,callnumber,itemnumber,collectionname,repository,date,archivaldate,subject,damspace,damtime,submerged,location,latitude,longitude,sourcelink,format,type,language,display_template,object_location,image_small,image_thumb
sediment24,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/13637/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment24.jpg,Stones and grasses on the shores of Lake Powell,Stones and grasses on shore of Lake [Powell.],,,"Nichols, Tad",NAU.PH.99.3.1.48.6,19598,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1969,1969,sediment; land; vegetation,Above dam,Post-dam ,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/13637/rec/239,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment24.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment24_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment24_th.jpg
sediment25,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/22853/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment25.jpg,Balanced rocks in Glen Canyon,"Balanced Rocks, Mile 64.4 - One tenth mile below Balanced Rocks Bar up on the cap.",/atmosphere/#wonder,"Balanced rocks such as this one form when sandstone's lower layers erode more readily than its upper layers. Particulates in the lower strata may be cemented together less tightly. If the sandsone is composed of quartz sediment, it is likely to be more durable and erosion resistant; sandstone made of feldspar and clay tends to be less tightly bound. Pedestal rocks can also form as wind plucks sand from the ground and blasts the rock. Typically sand blasts are strongest at lower heights. ","Nichols, Tad",NAU.PH.99.3.1.18.13,23762,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1960,sediment; land; wind; atmosphere; wonder,Above dam,Pre-dam,,Glen Canyon; Balanced Rocks Bar,37.106279,-111.053393,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/22853/rec/1,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment25.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment25_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment25_th.jpg
sediment26,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/11527/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment26.jpg,Potholes in sandstone,"Potholes, sandstone. Glen Can.",,,"Nichols, Tad",NAU.PH.99.3.1.71.18,27041,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1950-1965,sediment; land; water; tracks,Above dam,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/11527/rec/245,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment26.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment26_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment26_th.jpg
sediment27,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16903/default.jpg,sediment27.jpg,Ribbon Canyon,[Ribbon Canyon.],,"Potholes are formed by water erosion, and mark places in the sandstone where sediment is not well cemented. Microbes often consume sandstone, which makes it susceptible to erosion. Water typically seeps through sandstone, but when it gathers in pools it is because the water is held in place by a biofilm of cyanobacteria, fungi, algae, and fine sediment. These ephemeral potholes in turn house diverse microecosystems which ancient and often endemic species rely upon for survival as they are free of fish and aquatic insect predators, and are often called ""Mesozoic lifeboat niches”  Pothole animals have not evolved in hundreds of millions of years. ","Nichols, Tad",NAU.PH.99.3.1.9.48,19810,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1956,1956,sediment; land,Above dam,Pre-dam,,Glen Canyon; Ribbon Canyon,37.2552115,-110.8607302,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16903/rec/248,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment27.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment27_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment27_th.jpg
sediment28,https://archive.library.nau.edu/digital/api/singleitem/image/cpa/11528/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment28.jpg,"Potholes in sandstone, Glen Canyon","Potholes, sandstone. Glen Can.",,,"Nichols, Tad",NAU.PH.99.3.1.71.19,27042,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1950-1965,sediment; land; water; river; tracks,Above dam,,,Glen Canyon,,,https://archive.library.nau.edu/digital/collection/cpa/id/11528/rec/252,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment28.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment28_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment28_th.jpg
sediment29,https://archive.library.nau.edu/digital/api/singleitem/image/cpa/19208/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment29.jpg,Geological formations at base of Vermilion Cliffs in Marble Canyon area,[Geological formations at base of Vermilion Cliffs in Marble Canyon area.],,"Potholes are formed by water erosion, and mark places in the sandstone where sediment is not well cemented. Microbes often consume sandstone, which makes it susceptible to erosion. Water typically seeps through sandstone, but when it gathers in pools it is because the water is held in place by a biofilm of cyanobacteria, fungi, algae, and fine sediment. These ephemeral potholes in turn house diverse microecosystems which ancient and often endemic species rely upon for survival as they are free of fish and aquatic insect predators, and are often called ""Mesozoic lifeboat niches”  Pothole animals have not evolved in hundreds of millions of years. ","Nichols, Tad",NAU.PH.99.3.1.13.211,11311,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1958,1958,sediment; land,Below Dam,Pre-dam,,Marble Canyon; Vermillion Cliffs,,,https://archive.library.nau.edu/digital/collection/cpa/id/19208/rec/253,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment29.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment29_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment29_th.jpg
sediment30,https://archive.library.nau.edu/digital/api/singleitem/image/cpa/11530/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment30.jpg,Bridge Creek flowing over Navajo Sandstone bedrock,"Stream flowing over bedrock. Navajo Sandstone. Glen Canyon, Utah. Bridge Creek.",,,"Nichols, Tad",NAU.PH.99.3.1.71.6,27037,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1950-1965,sediment; river; land,Above dam,,,Glen Canyon; Bridge Creek,,,https://archive.library.nau.edu/digital/collection/cpa/id/11530/rec/258,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment30.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment30_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment30_th.jpg
sediment31,https://archive.library.nau.edu/digital/api/singleitem/image/cpa/16906/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment31.jpg,Steps of Schock Trail,[Frank Wright on Schock Trail.],/humans/#inscriptions,,"Nichols, Tad",NAU.PH.99.3.1.9.34,19800,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1956,1956,sediment; mining; infrastructure; humans; exploration; tracks,Above dam,Pre-dam,,Glen Canyon; Schock Trail,37.41024346,-110.7500747,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16906/rec/259,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment31.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment31_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment31_th.jpg
sediment32,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/19211/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment32.jpg,Hikers wading up canyon,[Hikers wading up canyon.],,"Miners picked steps into Glen Canyon's soft sandstone walls in order to more easily access gold deposits. The history of mining in Glen Canyon begins with James Merrick and Ernst Mitchell, who searched the nearby Navajo Mountain and Monument Valley region in the 1870s for the source of silver that supplied Navajo jewelry-makers. In 1879, the men were killed by members of the Southern Paiute tribe. Two buttes nearby, which were sacred the Paitues, now bear their names. This event attracted attention to the region, especially from Cass Hite, who set out to search for the Merrick-Mitchell mine. With the help of a Navajo chief named Hoskinnini, Hite discovered placer gold near Dandy Crossing in 1883. Hundreds of miners rushed in, searching for gold at Wright sand bar. Hite sought investment and infrastructure to support gold mining in the canyon, prompting railroad construction by the Denver, Colorado, Canyon, and Pacificic Railroad Co. Robert B. Stanton sought to build a railroad from Grand Junction to Gulf of California and staked out five placer claims in doing so, including near the mouth of Hanson (Pine Alcove) creek. He named his mining company the Hoskannini Mining Co., establisehd in 1897 in Glen Canyon, which became the largest gold mining outfit in Glen Canyon. He became the second person to float from Green River through Glen Canyon while performing a railraod survey. By 1899, Stanton had 145 claims in glen Canyon, and bought a fleet of dredges in order to sift for gold dust in Glen Canyon's sand. He began dredge operations in 1901, but was stymied by variable water levels and his equipment's failure to capture gold dust. The silt-laden river water ate away at pump machinery and supply points were difficult due to the canyoned terrain. The project was abandoned. In 1909-1912, Charles H. Spencer and his American Placer Corp. prospected Lee's Ferry by sluicing, which was assisted by a pneumatic pipe which helped dredge sand and gravel for gold extraction, and processed the gold with almagamation, which involves mixing mecury to separate ore from gold. This process took place near the Paria River. The machinery was powered from coal, which was mined from Warren Creek, and transported at first by mule train, and then by steamboat, which did not last long as there was not enough coal to power the steam boat. Spencer ran into issues with the price of mercury, which was higher than the price of gold extraction, and his mine shut down. In the 1920s, oil prospecting and drilling took place, and in the 1950s uranium claims were staked up and down Glen Canyon. The deposits were too low to be profitable and so most prospects went undeveloped. ","Nichols, Tad",NAU.PH.99.3.1.13.214,12536,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1958,1958,sediment; river; water,Above dam,Pre-dam,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/19211/rec/265,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment32.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment32_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment32_th.jpg
sediment33,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/18630/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment33.jpg,Laminae in Forbidding Canyon,[Forbidding Canyon.],,,"Nichols, Tad",NAU.PH.99.3.1.13.38,17906,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1958,1958,sediment; land; river; water,Above dam,Pre-dam,,Glen Canyon; Forbidding Canyon,37.10342821,-110.9713319,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/18630/rec/269,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment33.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment33_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment33_th.jpg
sediment34,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/21703/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment34.jpg,The walls of Labyrinth Canyon,[The walls of Labyrinth Canyon.],,,"Nichols, Tad",NAU.PH.99.3.1.7.204,19049,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,sediment; land,Above dam,Pre-dam,submerged,Glen Canyon; Labyrinth Canyon,37.00546714,-111.3073835,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/21703/rec/274,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment34.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment34_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment34_th.jpg
sediment35,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/11720/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment35.jpg,Woman wading nearthe  shore of Lake Powell,[Woman wading near shore of Lake Powell.],,,"Nichols, Tad",NAU.PH.99.3.1.50.1,22208,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1969,1969,sediment; lake; ,Above dam,Post-dam,,Glen Canyon; Lake Powell,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/11720/rec/278,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment35.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment35_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment35_th.jpg
sediment36,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9417/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment36.jpg,Hiking on Klondike Bar,[Hiking on Klondike Bar.],,,"Nichols, Tad",NAU.PH.99.3.1.7.151,18850,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,sediment; land;,Above dam,Pre-dam,,Glen Canyon; Klondike Bar,37.11144296,-111.0335201,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9417/rec/287,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment36.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment36_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment36_th.jpg
sediment37,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9998/default.jpg?highlightTerms=nichols%2C%20tad%2C%201911-,sediment37.jpg,Woman with pictographs,Woman standing next to cliff wall with large pictographs [constructed title],,,"Nichols, Tad",NAU.PH.99.3.1.40.53,28075,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1966,1966,sediment; humans; petroglyphs; art,,Post-dam,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9998/rec/366,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment37.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment37_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment37_th.jpg
